dataset,model,runtime_minutes,test_f1,test_conf_matrix,test_roc_curve,test_prc_curve,learning_curves_loss,learning_curves_f1,train_conf_matrix,val_conf_matrix,learning_curves_acc,learning_curves_precision,learning_curves_recall,test_acc,test_precision,test_recall,test_loss,val_acc,val_precision,val_recall,val_f1,val_loss,train_acc,train_precision,train_recall,train_f1,train_loss,Patience,freezed_layers,embedding,grid_runtime_minutes,num_combinations,val_roc_curve,val_prc_curve,train_roc_curve,train_prc_curve,best_params,TP,FN,FP,TN,recall_positive,precision_positive,f1_positive,recall_negative,precision_negative,f1_negative,test_macro_recall,test_macro_f1,test_weighted_recall,test_weighted_f1,ROC_area,data_augmentation,tamaño_dataset,balance
total_augmented_data,auto_roberta,220.80758464336395,0.6353232860565186,/home/froh/FinalProject_AutoC_AUGtotal/Matriz_Confusin__-_Test_auto_roberta_total_augmented_data.jpg,/home/froh/FinalProject_AutoC_AUGtotal/Curva_ROC_-_Test_auto_roberta_total_augmented_data.jpg,/home/froh/FinalProject_AutoC_AUGtotal/Curva_Precision-Recall_-_Test_auto_roberta_total_augmented_data.jpg,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_roberta_total_augmented_data_train_loss_valid_loss.png,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_roberta_total_augmented_data_train_f1_valid_f1.png,/home/froh/FinalProject_AutoC_AUGtotal/Matriz_Confusin__-_Entrenamiento_auto_roberta_total_augmented_data.jpg,/home/froh/FinalProject_AutoC_AUGtotal/Matriz_Confusin__-_Validacin_auto_roberta_total_augmented_data.jpg,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_roberta_total_augmented_data_train_acc_valid_acc.png,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_roberta_total_augmented_data_train_precision_valid_precision.png,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_roberta_total_augmented_data_train_recall_valid_recall.png,0.7087540626525879,0.6040217280387878,0.7087540626525879,0.5090683102607727,0.9676069021224976,0.9903446435928344,0.9676069021224976,0.978571891784668,0.0879655927419662,1.0,1.0,1.0,1.0,2.849259544746019e-05,10.0,0.0,,,,,,,,,13,15,45,917,0.4642857142857143,0.2241379310344827,0.3023255813953489,0.9532224532224532,0.9839055793991416,0.9683210137275609,0.7087540837540838,0.6353232975614548,0.9393939393939394,0.9494847792777608,0.9,09 All augmented data,09. 3785 - 21800,04. unbalanced  - Class 1
balanced_AUG_GPT4o_mini,auto_bert,26.893688825766244,0.5553131103515625,/home/froh/FinalProject_AutoC_AUGtotal/Matriz_Confusin__-_Test_auto_bert_balanced_AUG_GPT4o_mini.jpg,/home/froh/FinalProject_AutoC_AUGtotal/Curva_ROC_-_Test_auto_bert_balanced_AUG_GPT4o_mini.jpg,/home/froh/FinalProject_AutoC_AUGtotal/Curva_Precision-Recall_-_Test_auto_bert_balanced_AUG_GPT4o_mini.jpg,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_bert_balanced_AUG_GPT4o_mini_train_loss_valid_loss.png,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_bert_balanced_AUG_GPT4o_mini_train_f1_valid_f1.png,/home/froh/FinalProject_AutoC_AUGtotal/Matriz_Confusin__-_Entrenamiento_auto_bert_balanced_AUG_GPT4o_mini.jpg,/home/froh/FinalProject_AutoC_AUGtotal/Matriz_Confusin__-_Validacin_auto_bert_balanced_AUG_GPT4o_mini.jpg,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_bert_balanced_AUG_GPT4o_mini_train_acc_valid_acc.png,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_bert_balanced_AUG_GPT4o_mini_train_precision_valid_precision.png,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_bert_balanced_AUG_GPT4o_mini_train_recall_valid_recall.png,0.5346747636795044,0.7368154525756836,0.5346747636795044,0.2139656692743301,0.9874992370605468,0.9860210418701172,0.9874992370605468,0.9867197871208192,0.1039794087409973,1.0,1.0,1.0,1.0,2.4063887394731864e-05,10.0,0.0,,,,,,,,,2,26,2,960,0.0714285714285714,0.5,0.125,0.997920997920998,0.973630831643002,0.9856262833675564,0.5346747846747847,0.5553131416837782,0.9717171717171718,0.9612853379793832,0.83,08 augmented prompt GPT4o mini,08. 3785 - 5145,04. unbalanced  - Class 1
balanced_AUG_GPT4o_mini,auto_roberta,33.3572957833608,0.5945785641670227,/home/froh/FinalProject_AutoC_AUGtotal/Matriz_Confusin__-_Test_auto_roberta_balanced_AUG_GPT4o_mini.jpg,/home/froh/FinalProject_AutoC_AUGtotal/Curva_ROC_-_Test_auto_roberta_balanced_AUG_GPT4o_mini.jpg,/home/froh/FinalProject_AutoC_AUGtotal/Curva_Precision-Recall_-_Test_auto_roberta_balanced_AUG_GPT4o_mini.jpg,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_roberta_balanced_AUG_GPT4o_mini_train_loss_valid_loss.png,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_roberta_balanced_AUG_GPT4o_mini_train_f1_valid_f1.png,/home/froh/FinalProject_AutoC_AUGtotal/Matriz_Confusin__-_Entrenamiento_auto_roberta_balanced_AUG_GPT4o_mini.jpg,/home/froh/FinalProject_AutoC_AUGtotal/Matriz_Confusin__-_Validacin_auto_roberta_balanced_AUG_GPT4o_mini.jpg,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_roberta_balanced_AUG_GPT4o_mini_train_acc_valid_acc.png,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_roberta_balanced_AUG_GPT4o_mini_train_precision_valid_precision.png,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_roberta_balanced_AUG_GPT4o_mini_train_recall_valid_recall.png,0.5677903294563293,0.6695607900619507,0.5677903294563293,0.16020467877388,0.9864189624786376,0.9838581085205078,0.9864189624786376,0.9850058555603028,0.1202592253684997,1.0,1.0,1.0,1.0,4.108078792341985e-05,10.0,0.0,,,,,,,,,4,24,7,955,0.1428571428571428,0.3636363636363636,0.2051282051282051,0.9927234927234928,0.975485188968335,0.9840288511076764,0.5677903177903177,0.5945785281179408,0.9686868686868688,0.961999337888055,0.89,08 augmented prompt GPT4o mini,08. 3785 - 5145,04. unbalanced  - Class 1
balanced_AUG_GPT4o_mini_total_augmented,auto_bert,171.16458910306295,0.6703418493270874,/home/froh/FinalProject_AutoC_AUGtotal/Matriz_Confusin__-_Test_auto_bert_balanced_AUG_GPT4o_mini_total_augmented.jpg,/home/froh/FinalProject_AutoC_AUGtotal/Curva_ROC_-_Test_auto_bert_balanced_AUG_GPT4o_mini_total_augmented.jpg,/home/froh/FinalProject_AutoC_AUGtotal/Curva_Precision-Recall_-_Test_auto_bert_balanced_AUG_GPT4o_mini_total_augmented.jpg,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_bert_balanced_AUG_GPT4o_mini_total_augmented_train_loss_valid_loss.png,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_bert_balanced_AUG_GPT4o_mini_total_augmented_train_f1_valid_f1.png,/home/froh/FinalProject_AutoC_AUGtotal/Matriz_Confusin__-_Entrenamiento_auto_bert_balanced_AUG_GPT4o_mini_total_augmented.jpg,/home/froh/FinalProject_AutoC_AUGtotal/Matriz_Confusin__-_Validacin_auto_bert_balanced_AUG_GPT4o_mini_total_augmented.jpg,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_bert_balanced_AUG_GPT4o_mini_total_augmented_train_acc_valid_acc.png,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_bert_balanced_AUG_GPT4o_mini_total_augmented_train_precision_valid_precision.png,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_bert_balanced_AUG_GPT4o_mini_total_augmented_train_recall_valid_recall.png,0.8585535883903503,0.6216740608215332,0.8585535883903503,0.414451003074646,0.9749000668525696,0.9917095899581908,0.9749000668525696,0.9831024408340454,0.0550723373889923,1.0,1.0,1.0,1.0,4.6843219934089575e-06,10.0,0.0,,,,,,,,,22,6,66,896,0.7857142857142857,0.25,0.3793103448275862,0.9313929313929314,0.9933481152993348,0.96137339055794,0.8585536085536085,0.6703418676927632,0.9272727272727272,0.9449110013857684,0.93,10 All augmented + aug gtp4 data,10. 3785 - 26460,04. unbalanced  - Class 1
balanced_AUG_GPT4o_mini_total_augmented,auto_roberta,162.76052991946537,0.6292855739593506,/home/froh/FinalProject_AutoC_AUGtotal/Matriz_Confusin__-_Test_auto_roberta_balanced_AUG_GPT4o_mini_total_augmented.jpg,/home/froh/FinalProject_AutoC_AUGtotal/Curva_ROC_-_Test_auto_roberta_balanced_AUG_GPT4o_mini_total_augmented.jpg,/home/froh/FinalProject_AutoC_AUGtotal/Curva_Precision-Recall_-_Test_auto_roberta_balanced_AUG_GPT4o_mini_total_augmented.jpg,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_roberta_balanced_AUG_GPT4o_mini_total_augmented_train_loss_valid_loss.png,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_roberta_balanced_AUG_GPT4o_mini_total_augmented_train_f1_valid_f1.png,/home/froh/FinalProject_AutoC_AUGtotal/Matriz_Confusin__-_Entrenamiento_auto_roberta_balanced_AUG_GPT4o_mini_total_augmented.jpg,/home/froh/FinalProject_AutoC_AUGtotal/Matriz_Confusin__-_Validacin_auto_roberta_balanced_AUG_GPT4o_mini_total_augmented.jpg,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_roberta_balanced_AUG_GPT4o_mini_total_augmented_train_acc_valid_acc.png,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_roberta_balanced_AUG_GPT4o_mini_total_augmented_train_precision_valid_precision.png,/home/froh/FinalProject_AutoC_AUGtotal/learningcurve_auto_roberta_balanced_AUG_GPT4o_mini_total_augmented_train_recall_valid_recall.png,0.7682284116744995,0.5939226746559143,0.7682284116744995,0.2983385324478149,0.5,0.437427669763565,0.5,0.4666255116462707,0.378010094165802,0.5001415014266968,0.6874431371688843,0.5001415014266968,0.4669540822505951,0.3781289458274841,10.0,0.0,,,,,,,,,17,11,68,894,0.6071428571428571,0.2,0.3008849557522123,0.9293139293139292,0.9878453038674032,0.957686127477236,0.7682283932283932,0.6292855416147243,0.9202020202020202,0.9391099327213768,0.88,10 All augmented + aug gtp4 data,10. 3785 - 26460,04. unbalanced  - Class 1
undersampled_118_118,bert,2.020414729913076,0.4987210631370544,/home/froh/FinalProject_p5/Matriz_Confusin__-_Test_bert_undersampled_118_118.jpg,/home/froh/FinalProject_p5/Curva_ROC_-_Test_bert_undersampled_118_118.jpg,/home/froh/FinalProject_p5/Curva_Precision-Recall_-_Test_bert_undersampled_118_118.jpg,/home/froh/FinalProject_p5/learningcurve_bert_undersampled_118_118_train_loss_valid_loss.png,/home/froh/FinalProject_p5/learningcurve_bert_undersampled_118_118_train_f1_valid_f1.png,/home/froh/FinalProject_p5/Matriz_Confusin__-_Entrenamiento_bert_undersampled_118_118.jpg,/home/froh/FinalProject_p5/Matriz_Confusin__-_Validacin_bert_undersampled_118_118.jpg,/home/froh/FinalProject_p5/learningcurve_bert_undersampled_118_118_train_acc_valid_acc.png,/home/froh/FinalProject_p5/learningcurve_bert_undersampled_118_118_train_precision_valid_precision.png,/home/froh/FinalProject_p5/learningcurve_bert_undersampled_118_118_train_recall_valid_recall.png,0.8244727849960327,0.5426289439201355,0.8244727849960327,0.7241374850273132,0.8088768124580383,0.8088768124580383,0.8088768124580383,0.8085106611251831,0.6526713371276855,0.994680881500244,0.994680881500244,0.994680881500244,0.9946523904800416,0.034961462020874,5.0,0.0,,,,,,,,,26,2,269,693,0.9285714285714286,0.0881355932203389,0.1609907120743034,0.7203742203742204,0.9971223021582734,0.836451418225709,0.8244728244728246,0.4987210651500062,0.7262626262626263,0.8173474790618308,0.87,01 undersampling,01. 117 - 117,01. undersampling
undersampled_118_118,roberta,1.71194566488266,0.4315245449542999,/home/froh/FinalProject_p5/Matriz_Confusin__-_Test_roberta_undersampled_118_118.jpg,/home/froh/FinalProject_p5/Curva_ROC_-_Test_roberta_undersampled_118_118.jpg,/home/froh/FinalProject_p5/Curva_Precision-Recall_-_Test_roberta_undersampled_118_118.jpg,/home/froh/FinalProject_p5/learningcurve_roberta_undersampled_118_118_train_loss_valid_loss.png,/home/froh/FinalProject_p5/learningcurve_roberta_undersampled_118_118_train_f1_valid_f1.png,/home/froh/FinalProject_p5/Matriz_Confusin__-_Entrenamiento_roberta_undersampled_118_118.jpg,/home/froh/FinalProject_p5/Matriz_Confusin__-_Validacin_roberta_undersampled_118_118.jpg,/home/froh/FinalProject_p5/learningcurve_roberta_undersampled_118_118_train_acc_valid_acc.png,/home/froh/FinalProject_p5/learningcurve_roberta_undersampled_118_118_train_precision_valid_precision.png,/home/froh/FinalProject_p5/learningcurve_roberta_undersampled_118_118_train_recall_valid_recall.png,0.7310662269592285,0.5262899994850159,0.7310662269592285,0.6880649924278259,0.7454710006713867,0.746363639831543,0.7454710006713867,0.7445652484893799,0.5540949106216431,0.7858041524887085,0.789446234703064,0.7858041524887085,0.7853535413742065,0.4495745897293091,5.0,0.0,,,,,,,,,24,4,380,582,0.8571428571428571,0.0594059405940594,0.1111111111111111,0.604989604989605,0.9931740614334472,0.751937984496124,0.731066231066231,0.4315245478036176,0.6121212121212121,0.733813588077154,0.83,01 undersampling,01. 117 - 117,01. undersampling
undersampled_118_118,rnn_lstm,0.5039323012034098,0.5978798270225525,/home/froh/FinalProject_p5/Matriz_Confusin__-_Test_rnn_lstm_undersampled_118_118.jpg,/home/froh/FinalProject_p5/Curva_ROC_-_Test_rnn_lstm_undersampled_118_118.jpg,/home/froh/FinalProject_p5/Curva_Precision-Recall_-_Test_rnn_lstm_undersampled_118_118.jpg,/home/froh/FinalProject_p5/learningcurve_rnn_lstm_undersampled_118_118_train_loss_valid_loss.png,/home/froh/FinalProject_p5/learningcurve_rnn_lstm_undersampled_118_118_train_f1_valid_f1.png,/home/froh/FinalProject_p5/Matriz_Confusin__-_Entrenamiento_rnn_lstm_undersampled_118_118.jpg,/home/froh/FinalProject_p5/Matriz_Confusin__-_Validacin_rnn_lstm_undersampled_118_118.jpg,/home/froh/FinalProject_p5/learningcurve_rnn_lstm_undersampled_118_118_train_acc_valid_acc.png,/home/froh/FinalProject_p5/learningcurve_rnn_lstm_undersampled_118_118_train_precision_valid_precision.png,/home/froh/FinalProject_p5/learningcurve_rnn_lstm_undersampled_118_118_train_recall_valid_recall.png,0.6388847827911377,0.5781181454658508,0.6388847827911377,0.1938035190105438,0.6612318754196167,0.664814829826355,0.6612318754196167,0.6581817865371704,1.2763092517852783,1.0,1.0,1.0,1.0,0.0030483833979815,5.0,0.0,,,,,,,,,9,19,42,920,0.3214285714285714,0.1764705882352941,0.2278481012658228,0.9563409563409564,0.979765708200213,0.9679116254602842,0.6388847638847639,0.5978798633630535,0.9383838383838384,0.9469805358871076,0.8,01 undersampling,01. 117 - 117,01. undersampling
undersampled_118_118,rnn_gru,0.6632954518000285,0.4438909292221069,/home/froh/FinalProject_p5/Matriz_Confusin__-_Test_rnn_gru_undersampled_118_118.jpg,/home/froh/FinalProject_p5/Curva_ROC_-_Test_rnn_gru_undersampled_118_118.jpg,/home/froh/FinalProject_p5/Curva_Precision-Recall_-_Test_rnn_gru_undersampled_118_118.jpg,/home/froh/FinalProject_p5/learningcurve_rnn_gru_undersampled_118_118_train_loss_valid_loss.png,/home/froh/FinalProject_p5/learningcurve_rnn_gru_undersampled_118_118_train_f1_valid_f1.png,/home/froh/FinalProject_p5/Matriz_Confusin__-_Entrenamiento_rnn_gru_undersampled_118_118.jpg,/home/froh/FinalProject_p5/Matriz_Confusin__-_Validacin_rnn_gru_undersampled_118_118.jpg,/home/froh/FinalProject_p5/learningcurve_rnn_gru_undersampled_118_118_train_acc_valid_acc.png,/home/froh/FinalProject_p5/learningcurve_rnn_gru_undersampled_118_118_train_precision_valid_precision.png,/home/froh/FinalProject_p5/learningcurve_rnn_gru_undersampled_118_118_train_recall_valid_recall.png,0.6972453594207764,0.5233435034751892,0.6972453594207764,1.2694522142410278,0.595108687877655,0.5954545736312866,0.595108687877655,0.5950113534927368,1.3413194417953491,1.0,1.0,1.0,1.0,0.000542250694707,5.0,0.0,,,,,,,,,21,7,342,620,0.75,0.0578512396694214,0.1074168797953964,0.6444906444906445,0.988835725677831,0.7803650094398994,0.6972453222453223,0.4438909446176479,0.6474747474747474,0.7613321330459134,0.76,01 undersampling,01. 117 - 117,01. undersampling
balanced_total_sinonimos,bert,13.687447810173037,0.7334717512130737,/home/froh/FinalProject_p5/Matriz_Confusin__-_Test_bert_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/Curva_ROC_-_Test_bert_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/Curva_Precision-Recall_-_Test_bert_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/learningcurve_bert_balanced_total_sinonimos_train_loss_valid_loss.png,/home/froh/FinalProject_p5/learningcurve_bert_balanced_total_sinonimos_train_f1_valid_f1.png,/home/froh/FinalProject_p5/Matriz_Confusin__-_Entrenamiento_bert_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/Matriz_Confusin__-_Validacin_bert_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/learningcurve_bert_balanced_total_sinonimos_train_acc_valid_acc.png,/home/froh/FinalProject_p5/learningcurve_bert_balanced_total_sinonimos_train_precision_valid_precision.png,/home/froh/FinalProject_p5/learningcurve_bert_balanced_total_sinonimos_train_recall_valid_recall.png,0.7253860831260681,0.7422199249267578,0.7253860831260681,0.1477158069610595,0.990752935409546,0.9888888597488404,0.990752935409546,0.989715337753296,0.0452743247151374,0.999796748161316,0.9998348951339722,0.999796748161316,0.999815821647644,0.0007750543882139,5.0,0.0,,,,,,,,,13,15,13,949,0.4642857142857143,0.5,0.4814814814814815,0.9864864864864864,0.9844398340248964,0.9854620976116304,0.7253861003861004,0.7334717895465559,0.9717171717171718,0.9712081003877474,0.86,02 sinónimos,07. 3785 - 3879,03. balanced
balanced_total_sinonimos,roberta,24.24655140638352,0.6607298254966736,/home/froh/FinalProject_p5/Matriz_Confusin__-_Test_roberta_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/Curva_ROC_-_Test_roberta_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/Curva_Precision-Recall_-_Test_roberta_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/learningcurve_roberta_balanced_total_sinonimos_train_loss_valid_loss.png,/home/froh/FinalProject_p5/learningcurve_roberta_balanced_total_sinonimos_train_f1_valid_f1.png,/home/froh/FinalProject_p5/Matriz_Confusin__-_Entrenamiento_roberta_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/Matriz_Confusin__-_Validacin_roberta_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/learningcurve_roberta_balanced_total_sinonimos_train_acc_valid_acc.png,/home/froh/FinalProject_p5/learningcurve_roberta_balanced_total_sinonimos_train_precision_valid_precision.png,/home/froh/FinalProject_p5/learningcurve_roberta_balanced_total_sinonimos_train_recall_valid_recall.png,0.6523982882499695,0.67015540599823,0.6523982882499695,0.2093720734119415,0.9963951110839844,0.996246099472046,0.9963951110839844,0.9963200688362122,0.0113758379593491,1.0,1.0,1.0,1.0,8.764843369135633e-05,5.0,0.0,,,,,,,,,9,19,16,946,0.3214285714285714,0.36,0.3396226415094339,0.9833679833679834,0.9803108808290156,0.9818370524130774,0.6523982773982774,0.6607298469612557,0.9646464646464646,0.963673412508732,0.91,02 sinónimos,07. 3785 - 3879,03. balanced
balanced_total_sinonimos,rnn_lstm,1.2558545390764873,0.6512005925178528,/home/froh/FinalProject_p5/Matriz_Confusin__-_Test_rnn_lstm_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/Curva_ROC_-_Test_rnn_lstm_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/Curva_Precision-Recall_-_Test_rnn_lstm_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/learningcurve_rnn_lstm_balanced_total_sinonimos_train_loss_valid_loss.png,/home/froh/FinalProject_p5/learningcurve_rnn_lstm_balanced_total_sinonimos_train_f1_valid_f1.png,/home/froh/FinalProject_p5/Matriz_Confusin__-_Entrenamiento_rnn_lstm_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/Matriz_Confusin__-_Validacin_rnn_lstm_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/learningcurve_rnn_lstm_balanced_total_sinonimos_train_acc_valid_acc.png,/home/froh/FinalProject_p5/learningcurve_rnn_lstm_balanced_total_sinonimos_train_precision_valid_precision.png,/home/froh/FinalProject_p5/learningcurve_rnn_lstm_balanced_total_sinonimos_train_recall_valid_recall.png,0.6050638556480408,0.7887755632400513,0.6050638556480408,0.2409222275018692,0.9978672862052916,0.9977178573608398,0.9978672862052916,0.9977920651435852,0.0184424258768558,1.0,1.0,1.0,1.0,8.6367017502198e-06,5.0,0.0,,,,,,,,,6,22,4,958,0.2142857142857142,0.6,0.3157894736842105,0.9958419958419958,0.9775510204081632,0.9866117404737385,0.6050638550638551,0.6512006070789744,0.9737373737373738,0.9676389894938324,0.82,02 sinónimos,07. 3785 - 3879,03. balanced
balanced_total_sinonimos,rnn_gru,0.889152459303538,0.610966682434082,/home/froh/FinalProject_p5/Matriz_Confusin__-_Test_rnn_gru_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/Curva_ROC_-_Test_rnn_gru_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/Curva_Precision-Recall_-_Test_rnn_gru_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/learningcurve_rnn_gru_balanced_total_sinonimos_train_loss_valid_loss.png,/home/froh/FinalProject_p5/learningcurve_rnn_gru_balanced_total_sinonimos_train_f1_valid_f1.png,/home/froh/FinalProject_p5/Matriz_Confusin__-_Entrenamiento_rnn_gru_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/Matriz_Confusin__-_Validacin_rnn_gru_balanced_total_sinonimos.jpg,/home/froh/FinalProject_p5/learningcurve_rnn_gru_balanced_total_sinonimos_train_acc_valid_acc.png,/home/froh/FinalProject_p5/learningcurve_rnn_gru_balanced_total_sinonimos_train_precision_valid_precision.png,/home/froh/FinalProject_p5/learningcurve_rnn_gru_balanced_total_sinonimos_train_recall_valid_recall.png,0.5703890919685364,0.8211382627487183,0.5703890919685364,0.2303197830915451,0.997357964515686,0.996774196624756,0.997357964515686,0.9970573782920836,0.0185852721333503,1.0,1.0,1.0,1.0,8.97578320291359e-06,5.0,0.0,,,,,,,,,4,24,2,960,0.1428571428571428,0.6666666666666666,0.2352941176470588,0.997920997920998,0.975609756097561,0.986639260020555,0.5703890703890704,0.6109666888338069,0.9737373737373738,0.9653890943776684,0.81,02 sinónimos,07. 3785 - 3879,03. balanced
original_3886_118,bert,7.5488525827725725,0.6583850979804993,/home/froh/FinalProject_p5/Matriz_Confusin__-_Test_bert_original_3886_118.jpg,/home/froh/FinalProject_p5/Curva_ROC_-_Test_bert_original_3886_118.jpg,/home/froh/FinalProject_p5/Curva_Precision-Recall_-_Test_bert_original_3886_118.jpg,/home/froh/FinalProject_p5/learningcurve_bert_original_3886_118_train_loss_valid_loss.png,/home/froh/FinalProject_p5/learningcurve_bert_original_3886_118_train_f1_valid_f1.png,/home/froh/FinalProject_p5/Matriz_Confusin__-_Entrenamiento_bert_original_3886_118.jpg,/home/froh/FinalProject_p5/Matriz_Confusin__-_Validacin_bert_original_3886_118.jpg,/home/froh/FinalProject_p5/learningcurve_bert_original_3886_118_train_acc_valid_acc.png,/home/froh/FinalProject_p5/learningcurve_bert_original_3886_118_train_precision_valid_precision.png,/home/froh/FinalProject_p5/learningcurve_bert_original_3886_118_train_recall_valid_recall.png,0.6366201639175415,0.6896907091140747,0.6366201639175415,0.1206416115164756,0.5829987525939941,0.687678337097168,0.5829987525939941,0.6130368709564209,0.193092942237854,0.994680881500244,0.9998348951339722,0.994680881500244,0.9972436428070068,0.0031758663244545,5.0,0.0,,,,,,,,,8,20,12,950,0.2857142857142857,0.4,0.3333333333333333,0.9875259875259876,0.979381443298969,0.9834368530020704,0.6366201366201366,0.6583850931677018,0.9676767676767676,0.9650500867892172,0.89,00 original data,00. 3785 - 117,00. original
original_3886_118,roberta,3.832895032564799,0.4928278625011444,/home/froh/FinalProject_p5/Matriz_Confusin__-_Test_roberta_original_3886_118.jpg,/home/froh/FinalProject_p5/Curva_ROC_-_Test_roberta_original_3886_118.jpg,/home/froh/FinalProject_p5/Curva_Precision-Recall_-_Test_roberta_original_3886_118.jpg,/home/froh/FinalProject_p5/learningcurve_roberta_original_3886_118_train_loss_valid_loss.png,/home/froh/FinalProject_p5/learningcurve_roberta_original_3886_118_train_f1_valid_f1.png,/home/froh/FinalProject_p5/Matriz_Confusin__-_Entrenamiento_roberta_original_3886_118.jpg,/home/froh/FinalProject_p5/Matriz_Confusin__-_Validacin_roberta_original_3886_118.jpg,/home/froh/FinalProject_p5/learningcurve_roberta_original_3886_118_train_acc_valid_acc.png,/home/froh/FinalProject_p5/learningcurve_roberta_original_3886_118_train_precision_valid_precision.png,/home/froh/FinalProject_p5/learningcurve_roberta_original_3886_118_train_recall_valid_recall.png,0.5,0.4858585894107818,0.5,0.1178118661046028,0.5,0.4852752983570099,0.5,0.4925276041030884,0.1095249280333519,0.5,0.4849407374858856,0.5,0.4923552274703979,0.120085708796978,5.0,0.0,,,,,,,,,0,28,0,962,0.0,,,1.0,0.9717171717171718,0.985655737704918,0.5,,0.9717171717171718,,0.83,00 original data,00. 3785 - 117,00. original
original_3886_118,rnn_lstm,0.7273582259813944,0.5870764851570129,/home/froh/FinalProject_p5/Matriz_Confusin__-_Test_rnn_lstm_original_3886_118.jpg,/home/froh/FinalProject_p5/Curva_ROC_-_Test_rnn_lstm_original_3886_118.jpg,/home/froh/FinalProject_p5/Curva_Precision-Recall_-_Test_rnn_lstm_original_3886_118.jpg,/home/froh/FinalProject_p5/learningcurve_rnn_lstm_original_3886_118_train_loss_valid_loss.png,/home/froh/FinalProject_p5/learningcurve_rnn_lstm_original_3886_118_train_f1_valid_f1.png,/home/froh/FinalProject_p5/Matriz_Confusin__-_Entrenamiento_rnn_lstm_original_3886_118.jpg,/home/froh/FinalProject_p5/Matriz_Confusin__-_Validacin_rnn_lstm_original_3886_118.jpg,/home/froh/FinalProject_p5/learningcurve_rnn_lstm_original_3886_118_train_acc_valid_acc.png,/home/froh/FinalProject_p5/learningcurve_rnn_lstm_original_3886_118_train_precision_valid_precision.png,/home/froh/FinalProject_p5/learningcurve_rnn_lstm_original_3886_118_train_recall_valid_recall.png,0.5530516505241394,0.8623225092887878,0.5530516505241394,0.15884430706501,0.5625788569450378,0.7013658285140991,0.5625788569450378,0.5921671390533447,0.2014882266521453,1.0,1.0,1.0,1.0,0.0002888104063458,5.0,0.0,,,,,,,,,3,25,1,961,0.1071428571428571,0.75,0.1875,0.998960498960499,0.9746450304259636,0.9866529774127312,0.5530516780516781,0.5870764887063655,0.9737373737373738,0.9640506709808558,0.78,00 original data,00. 3785 - 117,00. original
