contract_id,pregunta_id,pregunta,sum_pregunta_isAcusatoria,etiqueta
1444269,965774,FUSOR PARA XEROX 7855 favor aclarar el codigo FUSOR PARA XEROX 7855 que ustedes `piden 604K62230 espara 220V,0,0
1788048,891701,Estimados validar una carta de compromiso de el oferente con el que se c comprometa que esresponsabilidad de la misma que no existan desabasteciendo indistintamente que tenga sucursal oplanta en la ciudad ya que esto no certifica la buena práctica todas las demás empresa de formaorganizada lo pueden validar ya que cuentan con clientes en la zona,0,0
1717475,1270758,Se solicita Supervisor de Mtto. Ing. Mecánico / Mantenimiento puede ser ofertar un Ing.Eléctrico o Electrónico con basta experiencia en el tipo de trabajos solicitados?,0,0
948916,200887,"Estimados Señores, Buenas tardes, disculpe será posible que me indique si el clorehxin degluconato puede ser al 4% y el alcohol al 70% para ver si podemos participar en está licitación,quedo en espera de su pronta respuesta, gracias.",0,0
1830330,1323818,"Por favor, subir planos y fotografías referenciales de los productos solicitados",0,0
1155897,1368517,"LA PALABRA ESPECIALES EN LAS CARACTERÍSTICAS DE DISCOS DUROS, A QUE HACE REFERENCIA",0,0
1283277,756544,"Buen día, no hay en el mercado tubos celestes de 4.5ml, podríamos entregar de 3ml?",0,0
610762,352346,"De qué manera nosotros los proveedores podemos acreditar domicilio, taller sucursal o asociado enel cantón Guayaquil??? Para que ustedes lo hagan válido y no sea causa de rechazo en esteproceso??? Favor aclarar",0,0
317843,195520,"Favor tener en consideracion que NINGUN toner se ensambla, o fabrica en Ecuador, es decir elagregado nacional es 0%. Tener muy en cuenta esto ya que hay empresas y personas naturales queno declaran la verdad en el formulario de agregado nacional.",0,0
1589468,1350809,"Estimada entidad en el caso de que se produzca canje, favor confirmar si el producto será devueltoen las mismas condiciones entregadas esterilización, sin rayaduras, etc",0,0
1719236,1250978,"Estimados señores, agradecemos aclarar la longitud total del ítem 6. PERNO PIN DE ACEROGALVANIZADO, ROSCA PLÁSTICA DE 38,1 MM, 1 1/2 pulg, 16 X 200 MM, 5/8 X 8 pulg PARA AISLADOR 56-1,toda vez que en los pliegos describe de 200 mm, y en el archivo de especificaciones técnicas yplano detalla de 248 mm. Saludos cordiales",0,0
1436656,1133610,"Estimados, de acuerdo al Reglamento de la LOSNCP, se solicitará documentosnotariados,consularizados, apostillados, etc., al oferente adjudicado. En tal virtud solicitamos quese elimineel requerimiento de Declaración Juramentada de no estar involucrado en alertas de FDA,para lo queproponemos, acepten la entrega de una carta/certificado que valide esta información, yen caso dequedar adjudicados, se entregará la Declaración Juramentada requerida para que formeparte delexpediente del contrato. Adicionalmente, se puede ofertar equipos de otras procedencias,comoEuropea, Asiática, en tal caso se presentará un Certificado o Declaración de ConformidadCEComunidad Europea donde no existe jurisdicción de FDA, este documento también certifica lacalidadde los equipos ofertados, por tanto, no sería muy útil la Declaración Juramentadasolicitada. Portodo lo expuesto solicito se aclare que no es causal de descalificación la nopresentación de laDeclaración de la pág 30 de los TDR.",0,0
257894,516906,"Buenos días, por favor podrían indicar de cuántos años debe ser la garantía técnica?, Gracias.",0,0
1234541,1009933,ESTIMADOS AMPLIAR EL PLAZO DE ENTREGA LA IMPORTACION DE ESTA CARGA TIENE QUE SER MARITIMA YA QUE ESVOLUMETRICA POR LA CANTIDAD,0,0
1718234,519046,"No es posible definir ni consultar entre los oferentes, el personal técnico que ofertarán, porejemplo, representante técnico o supervisor. Ya que sería antiético o desleal. Por lo tanto,Permitirá y aceptará la comisión técnica personal técnico repetido en las ofertas entreoferentes?",1,0
1642372,1067258,Se requiere la siguiente aclaración:En la página 14 de los TDRs acuerdos de niveles de servicio sehabla de una mulkta de 1x100 del valor que corresponda al pago de los mantenimientos por cada hora ofracción de hora de retraso. Por favor aclarar que la multa permitida por la ley es del 1x1000 ysobre que valor se calculará esa multa sobre el valor de mantenimiento del equipo que tenga lamulta o sobre el total del mantenimiento. Adicionalmente en la página 15 de los tds numeral 3.3se indica que las multas serán del 1x1000 del monto pendiente de ejecución. Por favor esto no esclaro y se necesita una explicación detallada.,0,0
1832685,714565,"SRES COMISION TECNICA , EL PLAN DE MANTENIMIENTO PREVENTIVO ES DE ACUERDO AL TIEMPO DE LA GARANTIATECNICA, O A LA VIDA UTIL DEL EQUIPO",0,0
603347,1400792,Favor especificar las conexiones del item 14,0,0
1635588,1175271,"Estimados Señores favor aclarar si se debe cotizar lo solicitado en las especificaciones tecnicasitem 32 PRUEBAS COVID-19 ANTIGENOS e item 33 MEDIOS DE TRANSPORTE, tomando en consideracion queestos dos items no fueron agregados en el pliego que se ecuentra en el SERCOP, gracias",0,0
1551929,1118782,"2En el numeral 4.2 ENLACES SATELITAL VSAT, en el ítem ?Infraestructura de red? se indica que losenlaces deben ser en Banda Ku. Considerando la pluviosidad de las zonas en las que se encuentranvarias localidades de la DIRECCION NACIONAL DE LA POLICIA JUDICIAL, y que la Banda Ku es sensible ala lluvia. Sería posible considerar entregar enlaces satelitales en Banda C, que no tienedegradación por lluvia?",0,0
1765925,1475068,"Sres comisión técnica por favor su aclaración, como será la entrega de ofertas",0,0
1687534,397216,"En aplicación de lo dispuesto por el SERCOP en los oficios Nro. SERCOP-SERCOP-2020-0022-C, de 27 deoctubre de 2020 y No. SERCOP-SERCOP-2021-0021-C de 13 de octubre de 2021., solicitamos se aclare enlos pliegos que todos los documentos de la fase precontractual y contractual se deberán entregarcon firma electrónica y en consecuencia las ofertas deberán entregarse de forma digital y no demanera física. Por favor indicar la manera exacta de entrega de la oferta y correo electrónicopara envío si fuera el caso.",0,0
1624232,81400,"Estimada Entidad. Se solicita canje de los insumos ofertados que estén en los 60 días próximos acaducidad sin costo adicional, Esta disposición será aplicada de acuerdo a las directricesseñaladas en el Acuerdo Ministerial 15, del Registro oficial N.30 del 02 de septiembre de 2019 delReglamento de Canje de Medicamentos en General Próximos a caducar, en el que señala que no podrácontemplar un porcentaje de canje para medicamentos superior al 10%?",0,0
988212,240889,"Saludos, es insdipensable que la empresa tenga un ingeniero de cuarto nivel, puesto que laexperiencia en instalacion i manejo de los equipos activos de red no es necesario poseer dichonivle.",0,0
1548613,963657,Necesita voz?,0,0
1197739,1446601,"Realmente este Proceso es impresionante por el extremo de las salidas de escape que ponen para quenadie envíe ofertas, primero el cero anticipo en esta cantidad alta, 2do el tiempo 8 días cómoque fabricar un mueble a medida fuera pan, 3ro al subir los archivos principales bien para que no seabran....no hay justificación por el cierre del año en vista que el Ministerio de Economíapagará hasta el 15 de diciembre. y el anticipo no retrasa más de 48 horas que se demora enentregar las garantías...bueno ya es la ética de cada individuo...sólo les llamo a la reflexiónpor favor corrigan ese error..",3,1
119275,660568,EL MASKING DE CUANTAS PULGADAS ES,0,0
319641,197022,"dejen de burlarse de este portal, y si quieren comprar con sobreprecio haganlo directamente y nojueguen con una entrega de 7 dias, tomando en cuenta que estos medidores se pueden conseguir a unprecio de 14 dolares. solicito tiempo de entrega de 90 dias.",3,1
1093706,875805,"Muchos de los equipos hidráulicos que existente a nivel mundial tienen estandarizado lascaracterísticas descritas en vuestros pliegos técnicos, poseen una capacidad de carga estándar encada canastilla de 160Kilogramos. Seria posible ofertar un equipo hidráulico con una capacidad decarga en cadacanastilla de 160 kilogramos?",0,0
1615757,1350397,Se debe presentar ruta crítica?,0,0
1194220,1303834,"Estimados, por favor confirmar si se requiere un centro de acopio autorizado en la ciudad de SantoDomingo para suministrar gases medicinales por motivos de seguridad, en el caso de un abastecimientoemergente.",0,0
1594783,85174,"Señores de la Comisión Técnica, por favor confirmar que los costos y trámites de matriculacióny registro en el MTOP estarán a cargo de la entidad contratante.",0,0
1774358,1107158,"Considerando que este proceso ?no está Direccionado? cuando solicitan que el Holograma en elliteral n Imágenes ocultas.- Imágenes que están codificadas dentro del holograma, contiene lassiglas ?ANT? y ?GADMR? y solo será visible y decodificada a través de dispositivos que generen luzcoherente láser, cada una de estas imágenes tiene su propio canal de visión. PREGUNTA:Rigiéndonos a la resolución 359 ANT y a la participación equitativa en compra publica Puedenaceptar que estas Imágenes ocultas que deben estar codificadas dentro del holograma, y deben serdecodificables también pueda ser las siglas ?ANT? y ?GAD? para solo ser visibles y decodificadas através de dispositivos que generen luz coherente láser?. Ya que esto cumple con el tema deseguridades",1,0
1274809,1144307,Sres. ULEAM.. Respecto a la experiencia solicitada.. si se entrega un solo contrato que supere elvalor solicitado o en su defecto son necesarios dos.. gracias por la respuesta..,0,0
1743248,1233029,"Tomando en consideración que la importación del armamento letal se encuentra restringida, nosería factible la compra oportuna del armamento para el inicio del contrato, si se presenta cartacompromiso, qué tiempo tendría la empresa para comprar el armamento que deberá pasar el procesocorrespondiente en el Comando Conjunto, previo a la implementación en los puestos de servicio.?",0,0
80046,758825,"Buenas tardes por una inkietud, las resmas de papel bond son de Tamaño A4 de 75 gramos de 500hojas?",0,0
1419183,590417,1.- REFERENTE AL ITEM 4.1.4 EN EXPERIENCIA GENERAL SOLICITA ACTA DE ENTREGA DE MAS DE 15 AÑOS OMAS DE 15 MESES ? PORQUE EL PRIMER ASCENSOR FUYI YIDA SE COLOCO HACE MAS DE 8 AÑOS EN GUAYAQUILAL ISFA. ENTONCES COMO PUEDEN PEDIR UNA EXPERIENCIA DE MAS DE 15 AÑOS?2.- EN EL ITEM 4.1.2 REFERENTE EN EQUIPO MINIMO SOLICITAN UN MULTIFLOROS TALVEZ ME PODRIAN AYUDAR CON OTRO NOMBRETECNICO O MAYOR ESPECIFICACION DEL MISMO.,0,0
1066743,1095234,"Estimados Funcionarios: Por más apurados que esten esa cantidad de muebles especiales por másgrande que sea la Empresa no les van a entregar en 10 días, sal vo que ya tengan hecho ydireccionado este proceso porque no hay otra justificación. REFLEXIONEN TODOS SOMOS LA PATRIA.",3,1
1773627,841083,"Estimada entidad solicito se aclare para el ítem 25, el Test que nos solicitan es para DPD Clorototal o DPD Cloro Libre",0,0
1155757,494808,EN LO QUE RESPECTA AL REQUERIMEIENTO DE (NORMAS AMBIENTALES) LAS NORMAS MIL-STD-810 HABLA SOBRE LASPRUEBRAS FISICAS QUE RECIBE UN RADIO EN SU VIDA UTIL. NO INDICAN SI LA MARCA QUE SE OFERTA TENGA QUETENER UN PROGRAMA DE CERTIFICACION AMBIENTAL PARA EL ESTADO ECUATORIANO,0,0
1633549,393540,Como van hacer las entregas? Será una sola entrega o sera semanal o mensual favor indicar lafrecuencia anual?,0,0
1153105,739609,Estimados por favor confirmar si la participación es por ítem o la participación es global,0,0
357937,1032193,"PARA FINALIZAR ESPERO QUE TOMEN EN CUENTA TODAS ESTAS SUGERENCIAS. USTEDES SEÑORES FUNCIONARIOS ENCARGADOS DE HACER LOS PLIEGOS PARA LAS SUBASTAS ELECTRONICAS DEBEN CUIDAR LOS INTERESES DELMINISTERIO Y NO DE PARTICULARES . YA QUE COMO ACTUALMENTE ESTAN REALIZANDO LOS PROCESOS . ESOPARECE...PONGAN TIEMPOS CORRECTOS DE ENTREGA SEGUN LOS TRABAJOS GRACIAS POR SUATENCION,,,,,,,,,,,,,,,,,,,,,,,,",2,1
1796174,461960,Saludos cordiales estan solicitando muestras?,0,0
1313158,1083514,COMISIÓN TÉCNICA INDICAR POR FAVOR CUANTOS CENTROS HAY QUE REALIZAR EL CAMBIO DE LOS TENSORES YLA ALTURA DE LAS TORRES PARA PRESUPUESTAR EL MATERIAL A UTILIZARSE. SALUDOS,0,0
1793883,1301368,"Señores contratantes, ustedes solicitan en Otros parámetros resuelto por la entidad contratante:Certificados de calidad Dentro de su oferta el oferente deberá indicar procedencia y marca delproducto. Deberá presentar certificado de cumplimiento las normativas: RTE INEN 011:2013, NTE INEN2099:2013, NTE INEN 2100:2013, siempre y cuando sea aplicable a los neumáticos ofertados Sello deCalidad INEN. SIEMPRE Y CUANDO SEA APLICABLE??? Entonces mi interrogante es la siguiente: A quéneumáticos si son aplicables, y cuáles se refieren?Saludos.",0,0
1037164,154426,"Según los pliegos solicitan que los extintores cumplan con las normas UL/FM, lo que significa quedeben ser de fabricación americana o similar. Sin embargo, en el mercado existen extintores deorigen chino o local que solo cumplen norma INEN y pruebas hidrostáticas, pero que son bastanteutilizados y cuestan aproximadamente la mitad de los que cumplen UL/FM. Se pueden entregar este tipode extintores de origen chino?",0,0
1471612,537379,"Estimados Señores, El caballaje de uno de los tractores en realidad es 15 o 115? Muchas Gracias",0,0
1713326,1110363,"BUENAS TARDES. PARA MAYOR DURABILIDAD DE LAS PINTURAS SOLICITADAS, SE PUEDE ENTREGAR EN CANECAS?",0,0
857016,322496,"Por favor de la manera más educada, agradecemos la comprensión tanto a las entidades contratantescomo a los compañeros de la competencia, al realizar las mismas preguntas en cada proceso deinvitación que nos llega. Por otra parte no creemos que nadie se vea afectado al realizarpreguntas, si entienden que es un sistema automatizado podrán comprender que no es ningunairresponsabilidad, como alguna competencia menciona, creemos que la molestia es direccionado haciaotro punto para aquel proveedor. Gracias por su comprensión.",1,0
664511,441538,"Buenos dias, por favor acalarar si necesitan muestra del producto al entregar la oferta?. Gracias",0,0
1659810,1173801,"Estimados señores, en el ítem 26 BLAYDES PINZAS PARA INSERCION DE LIO nos podrían permitir laparticipación con una pinza Ernest Mc donald que cumple con la misma función. Muchas gracias",0,0
1811378,1607331,"Estimados señores, por favor ratificar que el presupuesto referencial es de $103.351,50000 dólaresde Estados Unidos de América, sin incluir el IVA",0,0
1639189,1290775,"Buenas tardes,Favor considerar la posibilidad de dar más tiempo de entrega, ya que 15 dias es muycorto para el proceso de fabricación, gracias.",0,0
1710728,72161,"En el numeral 7 de los Términos de Referencia se menciona que La disposición final de los residuosauto clavados será en Relleno Sanitario Autorizados. Por lo tanto, se consulta si se deberáadjuntar en la oferta la Autorización por parte de un Gad/Municipio para la disposición final delos desechos esterilizados en un Relleno Sanitario, en estricto cumplimiento del Art. 103 de la LeyOrgánica de Salud ?Los desechos infecciosos, especiales, tóxicos y peligrosos para la salud, debenser tratados técnicamente previo a su eliminación y el depósito final se realizará en los sitiosespeciales establecidos para el efecto por los municipios del país?.?",0,0
1183851,1029559,"Buenos días estimados, en la experiencia específica se pide venta de repuestos compatibles de lamarca GTC-GWC 360. Tengo entendido que este es el modelo del compresor. Se puede colocar comoexperiencia específica la venta de repuestos para compresores para centrales térmicas degeneración.",0,0
348524,1362259,Por favor indicar si las muestras de corbata tienen que ser ya las corbatas elaboradas o sólo lastelas? Gracias,0,0
1628184,1481655,"Estimados, referente a las especificaciones de los items 1,2 y 3, favor aclarar las diferencias dealturas existente entre punto de bombeo y el punto de llegada de las aguas negras para verficar elpunto de trabajo de las bombas.",0,0
1515922,620934,"Estimados Señores EEQ considerando que en este proceso se debe de invertir en equipos costosos paralectofacturacion como es la Phablet y la impresora térmica así mismo como los suministros ademásde herramientas y otros equipos de seguridad industrial, se solicita que se considere un anticipo deal menos el 20% para la correcta ejecución del contrato.",0,0
1174742,872016,"Que tipo de Cortina (TELA) se debe poner, y de que mediadas son cada una de las ventanas, por favorindicar en los planos la altura de las ventanas y de que medidad requiere la entidad para cotizar yque TODOS los interesados podamos participar de manera igual en este proceso. Ninguna de estasespecificaciones estan en el ANEXO de ESPECIFICACIONES TECNICAS",1,0
1708822,961740,EN RELACION A : DEBE PRESENTAR EL CERTIFICADO DE EXPERIENCIA DE 5 años en sistemas de Flujo deRefrigerante Variables VRF. Favor aclarar que esta experiencia la CERTIFICA LA EMPRESA CONTRATISTAQUIENES CONTRATAMOS AL PERSONAL TECNICO PARA LOS DIFERENTES PROYECTOS.,0,0
1335315,564093,"considerando que uno de los requisitos para este proceso es tener conocimientos del SEDI por eldesarrollo que se esta solicitando en el producto 1 y el soporte tecnico a los usuarios que esespecíficamente para este sistema SEDI en los productos 2, 3 y 4, se solicita se aclare si existemas de una empresa conocedora de este sistema y si está instalado en un solo servidor o estainstalado a nivel nacional, gracias",0,0
1404200,1198037,"Estimados señores, en los TDR indican: - Entregar los bienes con una fecha de vencimiento igual osuperior a 12 meses o de acuerdo al registro sanitario contados desde la fecha de recepción,.........- Cubrir el costo de análisis de control de calidad post-registro realizado por lainstancia técnica competente, cuando lo solicite el MSP y reponer las muestras que sean retiradaspara el control de calidad. - Realizar el canje de los bienes próximos a caducar, ..............responsabilidad del oferente asegurar el cumplimiento de lo descrito en la ficha técnica de losbienes. - Es responsabilidad del proveedor incluir la leyenda en el envase primario y secundariodel bien adquirido: ""Producto gratuito. Prohibida su venta"". Este proceso tiene como objetoadquisición de equipos. Favor indicar el tiempo de garantía que requieren de los equipos. gracias.",0,0
1435120,39803,4.A qué se refiere con programa de control de calidad con reportes de comparación internacionalpara el laboratorio de inmunohistoquímica?,0,0
1608394,398417,Si se presenta sólo carpetas ORIGINALES no se considera como causa de descalificación?,0,0
1403593,1077856,"En relación al gabinete del item 7, favor indicar que tipo de conectores se deben instalar en lacaja, sean por ejemplo DIN, Tipo Bayoneta o similares.",0,0
843252,287683,"Señores, ustedes mencionan que para Tomografo, Mamografo, R-X y autoclave hay que realizar unainspeccion pero no hay ninguna descripcion de pedido de estos equipos??",0,0
1632295,1036470,Item 15. Cuál es la presión máxima requerida?,0,0
1624260,1274974,"En los sistemas de Microbiología solicitados, por favor aclarar si el mismo equipo ofertado, deberealizar identificación y sensibilidad de Gram positivos, negativos y levaduras, sin necesidad deequipos ni reactivos adicionales?",0,0
1573801,1552581,"ESTIMADOS BUENAS NOCHES, SE PUDE PRESENTAR UNA UNICA DOCUMENTACION DE LOS CAMIONES PARA TODOS LOSPROCESOS A PARTICIPAR, ADJUNTANDO TAMBIEN CARTA DE COMPROMISO QUE EN CASO DE SER ADJUDICADO EN 2CONTRATOS SE DISPONDRA DE CAMION Y SE ENTREGARA TODOS LOS DOCUMENTOS REQUERIDOS DEL MISMO?",0,0
186911,754161,Por favor podria indicarme cual es el tiempo y forma de pago,0,0
421735,837822,"por favor si hay un contrato por menor cuantia, estoy a las ordenes. gracias",0,0
